,R1,R2,R3,R4,R5,R6,R7,R8,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S2,S3,S4,S5,S6,S7,S8,E1,E2,E3,E4,E5,E6,E7,E8,C1,C2,C3,C4,C5,C6,C7,C8,Strength
7515,2,1,1,1,1,1,1,1,4,1,1,3,1,3,1,1,1,1,2,1,1,1,1,1,2,3,1,2,4,5,5,4,4,3,3,1,2,4,3,1,1,1,2,1,3,1,2,1,1
7516,2,2,3,3,1,1,1,1,3,5,3,2,2,4,2,1,5,2,1,5,2,5,3,1,4,4,2,2,3,2,4,2,1,1,4,3,3,1,1,1,1,3,2,1,1,2,1,1,4
7517,1,4,3,4,3,4,2,4,5,5,4,4,5,4,5,4,5,3,2,4,4,5,1,1,2,5,4,3,5,1,3,4,1,3,2,1,2,1,1,2,1,1,1,1,5,4,1,1,0
7518,1,1,1,1,1,1,1,1,1,5,4,1,3,3,3,1,1,2,5,1,4,2,1,3,1,2,1,1,2,5,2,2,1,1,1,1,2,1,1,1,1,1,3,1,5,4,1,1,1
7519,1,1,1,2,3,1,3,1,2,2,3,1,1,1,1,1,1,1,1,2,2,3,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,2,2,4,2,4,1
7520,1,5,3,1,3,4,3,4,5,3,5,5,5,5,5,4,3,-1,5,3,5,2,3,4,5,4,5,3,5,3,5,4,3,2,3,3,5,3,3,3,1,1,1,1,4,1,1,1,0
7521,2,3,1,2,1,1,2,2,4,4,3,3,4,3,4,3,3,2,1,3,2,4,4,3,3,4,2,3,3,4,4,2,1,3,3,4,2,3,2,4,2,4,3,3,2,3,3,2,3
7522,1,2,1,1,1,2,1,1,3,5,2,3,3,4,3,3,2,2,1,2,2,4,4,1,1,4,4,2,4,3,4,3,2,2,2,2,2,1,2,2,2,1,1,1,4,3,1,2,0
7523,1,1,1,1,1,1,-1,-1,1,1,1,1,1,2,-1,-1,1,2,1,3,3,2,-1,-1,5,5,4,3,4,5,-1,-1,1,3,3,1,1,3,-1,-1,2,4,3,2,1,3,-1,-1,1
7524,3,2,1,2,1,3,2,1,4,4,4,4,4,4,4,2,4,4,4,2,4,4,2,3,2,4,4,4,4,4,4,1,1,1,2,3,4,3,2,2,2,1,2,3,4,3,2,2,0
7525,1,-1,1,1,1,1,1,1,4,4,4,1,3,4,3,2,2,2,1,3,3,3,1,1,4,2,3,5,4,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,3,1,1,1
7526,2,3,2,1,2,2,2,2,2,3,2,5,4,4,2,5,1,3,2,3,4,3,2,3,4,4,2,3,4,3,4,2,2,3,1,2,2,3,4,3,1,2,1,1,4,4,2,1,0
7527,2,2,1,2,1,2,2,1,5,3,4,2,3,4,4,5,3,5,2,4,5,4,2,4,1,4,2,2,3,2,3,2,1,2,2,1,1,2,1,2,2,2,2,1,3,3,2,2,0
7528,1,1,1,1,1,1,1,1,1,2,2,1,3,2,3,3,1,2,3,3,5,4,1,1,4,5,2,3,3,1,4,4,1,1,1,1,2,1,1,1,1,1,1,1,4,1,1,1,1
7529,1,1,1,1,1,1,1,1,3,2,1,2,2,2,2,2,2,2,2,2,2,4,2,2,2,4,2,1,1,3,2,2,1,1,3,1,4,2,1,3,5,5,5,5,5,5,5,5,3
7530,3,3,3,2,1,3,3,2,1,3,3,1,2,1,1,2,3,1,3,2,1,4,2,1,3,4,4,2,4,4,1,4,2,3,4,4,4,4,3,4,4,3,3,3,3,3,3,4,3
7531,4,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,4,1,1,3,1,4,3,1,5,4,2,1
7532,5,5,1,5,5,1,-1,-1,5,5,5,5,5,5,-1,-1,1,5,1,5,1,5,-1,-1,5,5,5,1,5,5,-1,-1,1,1,5,1,1,5,-1,-1,1,5,1,1,1,1,-1,-1,0
7533,1,1,1,3,2,2,2,2,3,4,4,4,4,4,4,2,1,2,2,2,2,3,1,2,3,2,3,3,3,1,2,1,3,1,2,1,2,1,3,1,5,3,5,5,5,5,5,4,2
7534,1,1,1,1,1,1,1,1,4,4,3,1,1,4,2,1,4,4,3,4,4,5,1,3,5,4,1,1,4,3,4,2,1,1,1,1,2,1,2,3,1,1,1,1,1,1,2,1,4
7535,3,2,1,4,1,2,2,1,4,4,4,4,2,3,2,4,3,3,5,5,5,5,4,3,2,4,1,1,1,1,2,1,1,2,1,1,1,1,1,3,2,3,1,2,3,3,1,2,0
7536,3,3,1,3,1,3,1,1,4,4,1,3,3,1,2,3,4,4,5,4,4,2,1,3,4,5,3,3,5,3,4,3,1,1,4,3,3,3,1,1,1,3,3,1,3,4,3,1,4
7537,1,1,2,1,1,1,1,1,4,4,3,3,2,3,2,2,5,4,2,5,4,5,1,3,5,3,5,5,5,3,4,3,1,1,4,2,3,2,4,1,3,3,4,3,3,2,2,2,4
7538,4,1,3,4,1,2,3,3,5,5,3,2,1,4,1,3,1,3,1,4,1,2,5,3,4,1,5,4,5,4,2,4,5,4,5,2,4,4,5,4,4,4,4,3,3,3,4,4,3
7539,3,3,1,1,1,2,1,2,2,4,4,1,1,2,1,1,5,4,4,5,5,5,3,3,3,4,4,4,4,4,4,3,1,1,1,1,1,1,2,1,1,1,1,2,1,2,1,1,4
7540,3,5,1,3,1,4,1,4,5,5,5,5,5,5,5,5,3,3,5,5,5,5,1,5,4,3,4,2,4,2,4,2,1,2,2,1,3,3,1,3,1,2,1,1,2,4,1,1,0
7541,2,3,4,4,2,2,2,1,5,5,4,5,5,5,4,5,2,3,5,3,3,1,4,2,4,4,1,5,1,1,1,1,5,3,4,2,4,3,3,2,2,2,2,3,4,2,1,3,2
7542,3,2,4,3,3,2,2,3,5,4,5,5,5,4,4,5,1,4,1,5,5,4,4,4,5,1,1,3,1,1,3,2,2,1,2,1,5,1,3,3,2,4,3,2,3,3,3,3,2
7543,5,5,2,4,1,4,2,4,5,3,3,4,4,5,4,4,2,4,5,4,5,5,2,5,3,5,5,1,3,4,5,3,2,3,3,4,2,2,1,4,3,3,4,3,4,3,3,3,5
7544,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,2,1,2,1,5,2,1,5,1,4,1,1,3,1,5,2,5,1,1,3,2,2,3,1,4,2,1,1,1
7545,3,1,1,2,1,1,2,1,2,2,4,2,2,4,2,2,2,5,4,2,5,2,4,5,4,5,4,1,5,4,4,4,1,4,4,3,5,4,4,3,1,3,3,2,2,2,2,1,4
7546,5,1,1,1,1,1,1,1,5,3,3,3,3,3,4,3,1,1,3,1,1,1,1,1,2,5,1,4,1,4,4,2,1,4,4,1,4,4,1,1,1,3,4,5,4,4,3,4,3
7547,3,3,3,4,4,-1,5,4,4,3,3,3,3,3,3,5,3,3,3,3,3,5,3,2,4,2,3,3,4,2,4,3,4,4,4,3,4,2,4,4,2,2,2,2,4,1,3,1,5
7548,1,1,1,3,1,3,1,1,4,5,4,5,5,4,4,2,2,2,2,5,2,5,1,1,1,1,1,3,1,1,1,1,3,3,3,1,3,1,4,1,3,5,4,3,5,3,3,3,2
7549,3,5,5,4,3,4,3,3,5,5,5,3,4,5,5,5,5,5,5,5,5,5,5,5,3,5,3,5,5,5,5,3,3,3,1,2,3,3,3,5,3,3,3,1,3,1,1,1,5
7550,1,5,2,1,3,4,5,3,2,4,4,1,4,5,5,3,3,4,3,1,4,4,4,2,3,3,4,2,5,2,4,3,3,4,2,4,5,3,5,3,2,4,4,5,5,3,3,4,5
7551,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,3,1,1,3,3,2,5,3,3,5,1,1,4,3,1,3,3,1,1,1,1
7552,2,3,2,1,2,3,2,3,2,3,2,2,2,3,2,2,2,3,3,4,3,4,3,3,3,3,5,4,4,3,2,3,2,2,5,3,4,3,3,2,3,1,3,4,4,4,3,2,3
7553,4,3,2,5,2,2,2,2,5,4,4,5,5,4,5,4,1,3,3,4,5,2,4,3,3,4,3,4,4,2,4,4,1,2,2,1,2,-1,1,3,1,4,3,2,4,3,1,3,2
7554,5,3,1,3,3,4,3,3,5,4,4,3,4,4,4,3,3,1,1,3,2,3,3,2,3,5,3,4,3,4,5,4,1,2,3,2,3,2,3,5,2,3,3,3,4,3,2,4,2
7555,1,1,1,2,1,1,2,2,3,3,3,3,3,4,1,2,2,2,5,3,3,4,4,4,2,3,3,3,3,4,4,3,3,4,3,3,4,4,2,2,3,2,2,2,3,2,3,2,4
7556,2,2,1,1,1,3,2,2,4,5,4,3,4,4,3,3,3,1,3,3,3,1,1,3,3,4,4,3,4,5,5,4,2,3,3,2,3,3,1,3,3,3,3,3,3,3,3,2,3
7557,1,1,1,1,1,3,1,1,4,4,3,1,2,3,3,3,1,1,3,1,1,3,3,1,3,3,1,3,1,1,3,1,1,1,3,1,4,1,1,1,1,1,2,3,3,3,2,1,1
7558,5,2,2,4,3,4,4,2,4,5,5,4,4,4,4,4,2,2,-1,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5
7559,1,5,1,1,1,4,1,5,4,5,5,2,5,4,4,5,3,4,5,4,5,4,1,5,2,4,2,2,2,1,4,2,2,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,0
7560,4,2,4,5,3,5,4,1,4,4,4,5,4,5,4,4,1,3,4,3,5,3,4,4,5,3,4,1,5,5,3,2,5,3,4,1,4,3,4,5,1,3,2,1,1,3,2,2,5
7561,1,1,1,5,1,2,1,1,5,4,5,5,4,4,4,4,5,5,5,5,5,5,2,5,5,2,4,3,5,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,1,1,0
7562,1,3,1,2,1,4,2,3,4,5,4,2,2,5,2,2,2,3,2,4,3,5,3,2,3,2,3,3,4,4,3,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,1,1,0
7563,2,4,2,2,1,4,2,3,3,5,4,3,3,2,2,3,4,1,4,5,2,5,3,2,3,4,4,5,4,4,3,3,1,3,1,4,1,4,4,2,1,2,1,2,1,3,2,2,0
7564,4,2,2,4,4,4,4,4,3,4,4,2,3,2,3,2,1,1,3,1,1,1,1,2,2,2,1,1,2,2,2,1,4,4,3,2,4,3,4,3,4,4,4,4,4,4,4,4,2
7565,4,3,1,4,3,3,-1,1,1,1,1,1,1,1,1,1,-1,1,4,1,1,1,1,2,3,5,1,4,4,5,5,5,1,1,1,4,2,2,1,2,5,3,4,4,4,4,4,4,3
7566,1,1,1,3,1,2,1,1,4,4,5,4,4,4,4,4,3,1,2,4,2,4,3,1,1,4,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,3,2,3,3,1,1,2
7567,2,2,1,1,2,4,1,4,3,1,1,5,5,1,5,1,1,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,3,2,1,5,3,1,1,1,3,1,1,1,1,1,1,1
7568,1,5,5,4,3,1,3,1,4,1,5,4,4,3,4,4,1,3,3,5,4,3,5,4,3,3,5,5,1,2,1,1,1,1,4,3,2,3,4,1,5,2,3,3,4,5,3,1,2
7569,2,2,1,1,1,1,1,1,1,3,1,1,1,1,1,1,2,3,2,1,2,1,3,2,5,4,4,5,5,5,5,4,1,2,4,3,4,4,2,4,1,3,2,4,1,1,2,3,3
7570,3,2,2,3,2,2,1,3,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,5,4,3,4,3,4,2,3,3,3,2,3,2,3,3,4,4,3,3,4,3,2,4,5
7571,1,1,1,1,1,2,1,1,5,5,5,4,5,5,-1,2,2,2,4,1,1,1,1,2,4,4,5,4,5,5,4,4,1,2,2,1,1,1,4,4,1,1,1,1,1,2,4,1,0
7572,3,2,3,3,4,4,3,2,4,2,3,2,3,3,-1,3,3,3,2,4,5,3,3,2,2,3,2,3,3,2,3,2,1,2,3,2,2,2,2,2,3,2,3,3,4,4,2,2,2
7573,3,1,1,1,1,1,1,1,4,1,1,3,1,3,4,1,4,4,1,2,1,3,4,1,4,5,5,5,5,5,4,5,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1,3,4
7574,3,3,1,3,1,3,1,3,5,3,5,3,3,3,3,1,3,3,5,3,3,3,3,1,3,5,5,5,5,3,5,5,3,5,1,1,5,5,3,3,5,5,3,5,5,5,5,5,5
7575,2,3,1,2,2,4,2,1,2,4,5,1,4,3,3,1,1,4,2,3,5,1,2,3,3,3,2,1,3,3,4,2,1,2,3,1,3,2,2,3,2,3,3,3,3,4,3,3,2
7576,1,1,1,1,1,5,1,4,5,5,1,2,3,4,2,1,1,2,4,2,3,3,4,5,4,5,5,1,5,1,3,4,1,3,3,3,5,3,4,2,3,1,2,1,1,2,2,1,4
7577,1,5,3,5,2,4,4,5,2,3,3,3,1,2,2,3,1,2,2,2,2,2,2,4,2,2,1,2,1,1,1,1,2,1,5,1,3,2,3,1,4,5,5,5,4,5,4,5,2
7578,3,1,1,4,1,1,3,1,4,3,5,5,5,4,5,1,4,5,2,5,5,4,4,2,4,3,2,3,3,1,1,2,3,3,1,1,1,1,1,3,1,1,1,1,1,3,1,1,0
7579,5,4,3,5,1,5,3,3,5,1,1,5,3,3,1,4,1,1,3,1,3,3,5,4,5,4,3,5,5,2,3,3,3,1,3,3,4,3,1,1,1,2,3,1,5,4,1,1,2
7580,3,3,1,5,1,3,1,2,4,3,3,2,3,3,3,2,2,2,2,2,2,2,2,2,4,3,2,2,5,2,4,2,4,3,4,1,4,4,3,4,2,2,5,3,2,2,2,3,3
7581,2,2,1,2,1,3,1,2,4,4,4,4,4,4,4,3,2,3,3,3,1,3,1,3,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1
7582,4,5,1,4,2,5,4,4,4,5,5,5,4,4,4,3,1,1,4,3,4,2,1,2,5,5,5,3,5,1,5,5,2,4,1,3,2,4,1,4,1,1,2,4,4,1,1,1,5
7583,3,1,3,1,1,1,1,1,5,5,5,5,5,5,5,5,1,4,3,3,4,2,4,4,2,5,4,3,4,2,1,3,2,1,1,1,5,1,2,1,2,1,1,1,2,1,2,1,0
7584,1,3,1,1,1,1,1,1,1,5,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,3,5,3,3,3,3,1,1,1,1,1,1,1,1,4
7585,3,2,1,4,2,3,2,2,4,5,4,3,4,4,4,3,3,3,4,4,4,4,4,3,4,2,2,4,4,3,2,2,2,3,2,2,3,3,3,3,2,3,2,3,3,3,3,2,5
7586,3,3,1,3,3,4,2,4,5,4,5,5,4,5,5,4,2,2,4,4,4,1,1,4,3,3,2,4,2,2,4,2,4,3,4,2,4,3,3,4,2,4,3,2,1,3,2,3,2
7587,3,1,1,1,1,1,1,1,3,5,1,1,1,1,1,1,3,3,3,5,1,5,1,1,3,3,1,1,1,1,1,1,3,3,3,1,5,5,5,5,5,1,5,5,5,3,5,3,3
7588,3,1,3,1,3,2,1,1,5,3,3,1,5,1,5,2,1,2,1,2,1,4,1,2,5,2,2,2,5,5,4,3,3,1,5,3,5,4,3,2,5,5,5,5,5,5,5,5,3
7589,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,3,3,3,3,1,5,3,1,1,3,3,5,1,5,3,3,3,3,1,3,1,5,5,1,3,3,1,1,3,1,1,1,3,4
7590,1,1,1,2,1,2,1,1,1,3,4,2,4,4,3,4,1,2,2,3,4,3,1,3,4,3,2,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,2,2,4,2,1,2,1
7591,2,2,2,2,2,3,2,2,3,4,1,2,2,3,1,1,2,3,-1,1,2,3,2,3,3,4,4,3,4,4,4,3,3,3,4,3,3,3,2,4,3,3,3,3,3,3,3,2,3
7592,5,3,1,2,1,2,2,2,1,4,2,2,2,2,3,2,1,1,1,2,2,2,2,2,5,3,3,2,3,2,2,3,3,5,4,2,4,3,3,3,5,3,4,3,3,3,4,-1,3
7593,5,5,4,4,4,5,3,1,5,5,5,5,5,4,5,5,4,4,3,5,5,4,4,2,5,4,4,3,5,5,5,3,3,4,5,3,5,3,4,2,4,3,5,5,5,4,2,2,5
7594,4,3,1,5,1,3,5,2,3,5,5,3,4,5,2,3,1,1,3,1,2,5,5,4,5,3,5,2,5,5,5,5,2,5,5,3,4,5,4,5,3,2,2,2,2,4,3,3,5
7595,1,2,2,2,1,2,2,2,5,4,4,4,4,4,4,3,3,3,4,4,4,4,2,3,4,4,4,2,4,3,3,4,2,3,4,2,3,3,2,3,3,3,3,3,4,4,3,3,5
7596,3,2,1,2,1,3,3,2,4,3,3,3,2,4,3,3,4,5,4,4,5,4,4,4,5,5,4,5,4,3,4,4,2,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,5
7597,3,1,3,1,1,2,1,1,5,5,5,5,4,4,2,5,1,3,5,3,2,5,3,3,5,3,2,4,1,1,3,3,5,3,1,5,4,4,1,4,1,1,4,1,1,1,1,1,0
7598,1,2,5,3,2,3,2,2,3,3,1,4,3,1,2,4,4,5,5,4,4,3,3,3,5,4,4,3,4,2,2,3,2,2,4,1,5,2,3,2,3,2,2,1,4,2,2,2,4
7599,1,2,4,2,3,4,2,1,3,5,5,3,4,5,3,4,2,5,4,5,5,-1,5,4,4,3,4,3,5,2,1,2,1,1,2,2,2,2,1,3,1,2,1,1,1,1,1,1,0
7600,2,3,3,3,2,3,3,2,2,3,3,3,3,3,3,4,3,4,4,3,4,4,3,4,3,3,3,2,2,4,4,2,1,2,3,3,3,3,1,3,3,4,4,3,3,3,2,3,5
7601,4,3,3,4,3,2,3,2,3,4,3,3,2,3,2,2,3,4,1,3,2,4,3,2,4,3,2,4,2,2,2,2,3,2,4,2,2,2,1,2,3,3,3,3,3,3,1,3,2
7602,4,3,4,1,1,3,1,3,2,5,5,1,2,5,1,3,5,5,1,5,5,5,3,1,2,4,2,1,3,2,3,3,2,1,4,3,5,3,1,3,1,1,1,1,1,1,1,1,0
7603,5,3,5,5,3,3,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,5,5,4,5,5,-1,5,3
7604,4,3,1,3,3,3,3,2,4,3,2,3,3,2,3,2,1,1,1,1,1,1,1,1,1,3,3,3,2,3,2,3,3,3,4,3,3,3,2,3,4,4,4,4,4,4,4,4,3
7605,4,2,1,2,3,2,2,2,3,3,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,3,2,3,3,3,2,3,3,3,3,2,3,3,2,3,4,4,4,4,4,4,4,4,3
7606,4,3,4,5,2,4,2,4,3,3,3,5,2,3,2,4,2,3,3,4,3,3,4,3,5,3,5,5,5,4,4,3,5,3,5,4,5,5,4,4,2,3,5,2,5,3,3,2,5
7607,3,1,3,2,1,2,1,1,4,3,4,4,4,4,3,4,4,4,5,5,5,5,4,4,5,5,5,4,5,2,2,3,3,4,3,2,3,4,3,4,2,2,3,2,-1,2,2,2,0
7608,2,2,2,3,2,4,2,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,3,4,3,4,3,2,2,3,3,2,2,2,3,2,3,3,2,4,2,2,2,2,4,3,2,2,2
7609,4,4,3,5,2,4,3,2,5,5,5,5,5,5,5,4,5,5,4,5,5,5,3,4,4,5,4,4,4,5,5,4,1,4,2,2,3,3,3,3,1,2,1,2,3,3,2,1,5
7610,2,3,3,3,3,4,3,4,3,3,3,4,2,3,2,5,1,2,1,3,4,5,4,4,2,3,2,3,3,4,4,2,2,1,3,1,2,3,2,3,1,3,1,1,1,4,2,2,2
7611,4,3,3,5,4,4,4,3,3,3,3,3,3,4,3,4,3,3,-1,3,3,4,3,3,4,3,3,3,3,3,3,3,4,3,5,3,5,3,3,3,3,4,5,4,4,3,3,4,5
7612,3,4,1,4,2,3,2,2,5,3,2,5,4,3,4,5,4,3,4,3,2,2,2,4,5,1,4,2,5,1,4,2,5,1,5,2,5,4,5,5,2,2,4,4,4,3,5,5,5
7613,3,3,5,1,3,2,3,4,5,5,5,5,5,5,5,2,5,5,5,5,5,5,5,5,5,3,5,1,5,1,5,5,5,1,5,5,5,1,5,1,1,1,1,1,1,3,1,1,0
7614,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,4,1,1,4,1,3,1,1,2,5,4,4,2,4,4,4,4,3,2,4,4,4,4,5,5,4,3,4,4,5,4,4,4,3
7615,3,2,2,3,2,3,1,1,4,5,4,4,3,4,2,3,1,2,2,3,3,3,3,1,2,3,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3,2,2,4,4,3,2,2
7616,2,4,1,1,1,2,1,3,5,5,5,4,5,5,5,5,5,1,5,5,4,5,4,3,3,5,3,3,2,5,4,2,1,2,1,1,1,2,4,2,1,1,1,1,5,3,2,1,0
7617,3,3,1,2,1,3,1,2,3,2,1,1,1,1,1,1,3,4,4,4,4,2,1,5,4,5,5,2,5,2,2,2,3,1,4,2,4,4,4,1,4,4,4,3,4,3,3,2,3
7618,2,4,4,1,1,4,1,4,4,4,1,1,1,2,1,1,4,1,1,4,4,4,1,4,4,5,5,5,5,1,2,2,1,4,4,1,5,1,2,2,2,1,2,1,2,5,4,1,4
7619,1,1,1,2,1,3,1,2,4,5,5,4,4,4,4,5,4,4,3,5,5,4,3,3,3,4,4,3,4,4,5,2,1,1,2,4,3,3,3,4,2,1,1,2,2,3,4,1,0
7620,3,2,1,3,2,4,2,2,4,1,1,3,2,1,2,4,3,3,4,4,4,4,4,3,2,3,2,2,3,1,2,2,2,1,1,1,4,1,2,2,1,2,3,1,2,2,1,2,2
7621,1,1,1,1,1,5,1,1,5,5,5,3,4,4,4,1,1,4,1,4,3,3,1,3,4,3,5,3,5,5,3,3,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,0
7622,1,1,1,1,1,2,1,1,4,4,4,1,3,4,2,2,4,5,4,4,5,4,3,4,2,2,3,4,3,2,4,1,1,2,3,2,2,2,3,3,1,1,1,1,1,1,1,1,0
7623,2,1,1,1,1,1,1,1,2,5,4,4,1,4,3,1,5,4,1,5,5,4,1,3,5,4,4,4,4,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
7624,4,5,5,3,4,5,2,5,3,4,3,2,2,3,4,3,1,1,3,2,2,2,4,1,3,3,5,2,5,2,3,3,2,2,2,2,2,2,3,2,2,3,2,2,3,5,3,2,2
7625,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,2,2,1,1,1,1,1,1,2,3,4,2,4,4,5,3,2,4,4,2,3,3,4,4,2,2,2,2,1,2,2,1,3
7626,1,1,1,1,1,1,1,1,2,5,5,1,4,5,3,2,4,4,4,5,4,5,5,4,4,4,3,3,4,5,4,1,1,3,1,2,1,3,2,3,1,3,1,1,1,4,1,1,0
7627,3,5,3,5,4,5,4,5,4,4,3,2,3,4,2,2,2,1,3,3,2,4,2,4,4,1,2,4,3,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,1,3,1,1,2
7628,1,1,1,1,1,1,1,1,5,5,5,3,4,5,5,3,1,3,5,1,2,3,1,5,5,3,5,3,3,3,3,2,1,1,3,1,1,1,1,5,3,1,1,1,1,1,1,1,0
7629,3,3,2,4,3,3,3,2,4,3,3,4,3,3,2,2,5,3,5,5,5,5,2,3,4,4,4,4,5,4,5,4,3,4,3,5,4,4,4,4,3,4,4,5,4,5,3,3,5
7630,5,3,3,5,2,3,3,2,4,3,1,4,3,2,1,2,1,1,3,1,3,3,4,3,4,4,5,5,3,2,3,2,4,1,5,1,5,1,5,3,5,5,3,4,3,2,3,3,3
7631,1,1,1,1,1,1,1,1,4,2,4,4,3,3,3,3,3,5,5,4,5,3,2,5,3,3,4,4,4,1,3,2,2,1,2,2,4,1,2,2,1,1,1,1,3,1,1,1,0
7632,1,2,1,1,1,1,1,2,3,3,2,3,1,3,1,3,1,2,4,2,3,2,4,3,5,5,4,5,5,5,4,4,3,4,4,4,2,4,5,3,1,2,2,2,3,3,4,2,4
7633,1,1,1,1,1,1,1,1,4,3,3,3,3,2,3,4,1,3,1,2,4,1,2,1,4,2,4,3,4,4,4,1,4,1,3,1,3,2,4,1,4,2,4,3,4,3,2,2,3
7634,3,2,1,1,2,3,1,3,4,1,5,3,5,5,4,4,1,1,3,4,3,5,1,1,4,2,1,4,3,4,4,1,1,1,1,1,3,1,1,1,1,1,1,1,2,3,1,2,0
7635,2,1,1,1,1,1,1,1,4,4,1,2,1,3,1,1,1,1,1,1,3,2,3,1,1,1,4,3,5,4,4,4,1,1,3,2,2,2,4,3,1,2,3,3,1,1,3,3,3
7636,1,1,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,5,4,5,1,5,1,3,3,1,1,1,1,4,3,3,3,4,1,1,4,1,3,3,2,3
7637,3,2,2,3,2,3,2,2,3,3,3,3,3,3,2,3,3,3,3,4,4,4,2,3,4,4,3,3,4,4,4,4,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,2,5
7638,5,1,1,4,3,2,1,1,5,3,3,4,4,1,5,4,1,1,1,1,1,1,1,1,3,3,1,5,2,1,1,1,1,3,3,3,3,3,3,2,3,3,3,5,4,5,3,4,2
7639,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,5,1,1,3,3,3,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
7640,1,1,3,2,1,3,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,4,4,1,3,2,1,4,1,1,1,5,3,5,4,1,5,3,1,3,3,4,3,4,4,5
7641,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,5,5,5,1,3,2,3,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1
7642,4,2,1,4,2,3,3,1,3,5,3,4,3,4,3,5,5,3,5,3,5,5,3,5,2,2,4,3,3,3,4,3,1,1,3,5,2,1,1,4,1,3,2,3,3,3,1,2,0
7643,3,4,3,5,2,4,2,2,5,5,4,4,2,5,1,3,5,2,3,5,3,5,3,5,4,1,3,5,4,4,2,2,3,1,2,3,4,1,2,1,3,1,2,1,5,4,1,2,2
7644,3,3,4,4,3,4,3,3,2,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,2,1,3,1,1,3,2,4,1,4,1,4,2,1,3,1,1,1,1,1,2,1
7645,3,2,2,4,2,3,3,1,5,4,4,4,5,4,4,4,3,1,2,2,3,2,2,2,1,3,3,2,4,2,4,3,1,1,2,2,2,2,2,2,2,2,2,2,5,4,2,2,2
7646,5,3,3,5,3,5,1,4,5,4,4,4,3,4,3,2,4,5,5,4,5,5,5,4,5,3,3,5,1,2,3,2,2,5,3,2,4,3,4,4,3,3,3,3,1,5,2,2,5
7647,3,2,1,2,2,2,2,1,5,2,1,5,3,2,4,4,2,3,3,2,4,4,5,3,4,2,3,5,2,2,2,1,5,3,4,3,3,4,5,3,2,1,2,1,1,1,1,1,4
7648,2,2,1,3,2,3,2,3,4,4,4,4,4,3,4,3,2,4,4,4,4,3,1,3,3,3,3,2,3,3,4,2,2,2,3,1,3,3,2,4,2,2,3,3,4,3,3,3,2
7649,1,2,1,3,1,5,1,1,5,4,4,4,5,4,5,4,4,4,3,3,4,5,3,4,1,4,1,5,1,4,4,3,1,1,1,1,4,1,1,1,1,1,1,1,2,1,1,1,0
7650,5,3,3,5,1,2,1,2,4,5,5,5,5,2,5,5,2,3,5,5,5,5,2,3,1,1,1,2,2,2,1,3,1,1,2,1,3,1,2,2,1,3,1,1,4,1,2,1,2
