,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
6984,1,2,5,5,5,5,2,5,5,5,5,2,5,3,4,5,4,2,5,3,4,5,5,2,4,3,1,1,1,1,I
6985,3,2,2,4,4,3,2,3,3,3,3,3,3,4,3,3,3,3,4,4,3,4,3,3,3,2,2,3,3,3,A
6986,3,3,2,2,4,4,4,3,3,3,4,3,3,3,4,4,4,2,3,4,4,3,4,3,3,3,4,4,3,4,S
6987,5,4,4,4,4,5,5,4,5,5,5,1,1,5,3,5,3,3,5,5,4,2,4,2,2,2,3,5,3,4,I
6988,2,1,2,5,4,4,5,5,4,4,5,5,5,5,5,5,5,5,5,5,4,4,3,1,3,2,4,2,1,3,A
6989,4,4,4,5,4,5,5,5,4,5,5,1,1,3,5,4,5,3,3,4,2,2,2,2,3,2,1,2,2,5,I
6990,3,4,4,2,2,2,4,2,2,2,2,2,3,4,4,2,4,5,4,4,2,4,4,4,4,2,5,5,4,4,A
6991,2,1,1,3,1,1,1,1,1,1,1,3,1,1,4,3,5,1,1,4,2,3,3,2,4,2,3,3,3,3,C
6992,3,4,3,5,5,5,4,5,5,4,4,3,3,5,3,4,4,4,3,4,4,4,4,4,5,3,2,2,3,2,I
6993,1,1,1,3,3,2,1,1,1,1,1,2,2,3,-1,4,3,3,1,2,2,4,2,3,2,1,1,2,2,1,S
6994,1,1,1,4,4,4,4,4,4,4,3,4,4,3,4,4,4,1,1,-1,4,2,4,1,2,3,4,3,1,4,I
6995,3,2,2,5,5,4,2,3,5,3,1,1,1,1,1,1,1,1,1,3,3,4,3,1,2,2,4,4,2,1,I
6996,1,1,1,4,2,1,1,1,1,1,1,3,5,3,3,4,4,5,4,3,3,5,4,4,4,4,2,4,2,2,A
6997,2,2,3,5,5,5,5,4,5,5,5,4,4,4,5,5,5,5,5,3,5,5,5,5,5,5,1,1,3,1,I
6998,3,3,4,2,1,1,1,1,1,1,5,3,1,3,3,1,1,5,1,3,3,2,2,5,2,3,5,5,4,1,E
6999,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,A
7000,2,5,5,2,3,4,1,3,4,3,4,3,4,5,4,3,4,5,4,3,2,4,1,3,2,1,2,2,5,1,A
7001,4,4,1,2,2,4,3,3,2,4,1,3,2,5,3,5,3,1,1,2,1,2,2,1,1,1,4,4,1,4,A
7002,3,-1,4,3,4,-1,-1,4,4,4,4,2,5,-1,-1,3,3,5,4,3,-1,-1,3,3,4,4,-1,4,4,4,R
7003,1,5,1,1,1,4,5,5,1,5,5,5,4,3,5,5,5,5,3,1,1,1,1,1,1,1,1,1,1,1,A
7004,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,-1,3,3,4,3,1,1,1,1,S
7005,3,3,1,4,2,2,1,1,1,4,2,2,2,1,2,4,3,4,2,5,2,4,3,5,5,3,4,4,3,3,S
7006,1,1,1,3,3,2,1,1,1,1,3,1,1,1,1,3,1,3,1,1,2,4,2,3,2,2,1,1,1,3,C
7007,1,4,4,4,4,3,3,4,3,4,3,1,1,1,1,2,1,4,1,1,1,3,1,4,1,1,4,2,2,2,I
7008,1,1,2,1,2,1,2,1,2,1,1,3,1,3,3,5,3,3,1,5,5,4,5,3,4,3,1,2,2,2,S
7009,1,4,5,2,2,5,4,4,4,4,5,5,4,3,1,2,2,4,1,4,2,4,2,4,4,2,2,4,4,3,I
7010,4,5,5,5,3,4,4,3,4,4,5,1,1,2,2,1,2,5,5,3,1,4,1,4,3,2,3,2,5,2,R
7011,4,3,3,5,5,5,5,4,4,4,3,2,3,2,1,1,3,1,2,3,3,2,3,5,5,5,5,5,5,3,E
7012,3,4,4,5,3,3,4,4,3,2,2,5,3,4,4,5,5,2,4,5,4,2,5,3,3,3,3,5,4,5,A
7013,3,5,3,4,3,4,5,4,2,5,2,5,4,3,4,5,5,2,2,4,4,2,4,1,4,3,3,5,2,4,A
7014,5,3,4,2,3,2,3,5,2,1,1,5,5,5,3,-1,5,5,5,5,5,2,5,5,1,5,5,5,5,4,S
7015,1,1,1,4,5,5,4,4,4,3,4,3,5,2,5,5,5,2,2,1,2,2,2,2,3,2,1,1,1,2,I
7016,2,2,3,4,4,3,4,3,2,3,2,2,3,2,3,2,3,2,2,5,3,3,5,3,3,3,2,3,3,3,S
7017,1,1,1,4,4,4,4,4,4,4,1,1,4,2,3,1,1,2,1,5,3,4,4,2,3,3,-1,4,1,1,I
7018,3,4,4,4,4,4,4,3,4,4,4,1,1,4,4,4,3,5,4,1,1,4,2,2,4,1,4,3,4,3,I
7019,4,2,3,5,5,4,5,5,4,4,2,2,1,4,4,4,5,4,2,4,5,2,5,2,2,1,3,4,2,4,I
7020,3,5,4,2,3,3,4,2,2,2,3,3,1,3,2,1,4,3,1,4,2,3,2,2,2,2,4,4,3,5,C
7021,1,1,1,3,4,2,1,2,4,2,1,1,1,3,1,3,2,1,1,3,3,2,3,1,3,2,2,1,1,1,S
7022,1,2,2,3,3,3,4,3,3,3,2,5,4,4,5,2,5,2,3,4,3,4,3,4,4,4,4,3,3,3,S
7023,4,3,3,3,2,3,4,3,2,3,3,3,5,5,2,5,3,3,5,5,3,3,4,-1,4,3,5,5,3,4,C
7024,3,1,3,4,5,5,2,3,5,3,2,2,3,5,1,3,3,1,5,2,3,3,4,3,3,3,1,4,1,1,I
7025,1,1,3,2,3,2,1,1,3,2,1,2,3,3,4,5,3,4,3,4,5,3,5,5,4,1,2,1,5,1,S
7026,2,3,1,4,4,4,3,4,4,4,2,3,3,3,4,4,4,1,4,3,4,1,4,3,5,4,2,1,4,2,I
7027,1,2,2,3,4,3,5,5,3,3,1,2,4,4,4,4,3,4,4,5,4,2,5,2,4,1,2,2,1,4,A
7028,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,C
7029,3,4,4,2,4,2,3,3,2,2,4,5,4,4,5,5,5,5,5,4,3,3,4,5,5,4,4,3,5,5,A
7030,1,-1,1,2,4,4,2,3,4,1,2,2,2,5,2,2,1,1,2,4,4,2,4,4,5,3,1,3,3,2,S
7031,3,1,1,1,2,1,1,1,1,1,2,1,1,5,1,2,2,3,4,4,4,3,5,5,4,4,4,3,2,2,S
7032,2,2,2,4,3,3,2,3,2,2,1,3,2,3,4,3,5,1,1,4,4,4,3,4,4,4,4,2,3,3,S
7033,4,3,2,3,5,5,3,3,3,3,3,1,4,4,3,5,2,4,4,5,4,4,4,1,3,4,1,1,2,5,S
7034,1,4,3,4,4,3,5,4,3,3,3,3,4,4,3,4,4,2,4,2,3,4,3,4,3,2,4,3,3,4,I
7035,1,1,1,2,2,1,1,1,1,1,1,4,4,4,4,4,4,1,4,4,5,4,5,4,3,1,4,4,4,1,S
7036,1,1,3,4,3,4,5,5,3,5,4,3,4,4,3,4,4,3,4,3,3,3,4,3,3,3,4,3,3,4,I
7037,1,2,4,4,3,3,2,3,4,3,4,4,2,3,4,5,4,4,3,3,4,4,4,4,4,4,2,2,3,1,S
7038,4,3,2,5,5,5,5,5,2,5,1,1,4,1,4,2,3,1,2,4,4,4,4,3,2,2,4,4,2,4,I
7039,3,4,3,4,5,5,4,3,5,3,4,4,5,5,5,4,5,5,5,2,3,5,2,1,1,1,3,1,4,1,A
7040,3,4,5,4,4,4,3,3,4,4,4,1,1,2,2,3,3,4,1,3,3,2,3,3,4,2,1,2,3,2,R
7041,1,2,3,3,3,1,5,2,2,2,2,2,4,1,3,4,2,1,3,4,5,5,5,1,2,2,4,3,4,2,S
7042,3,3,3,2,4,4,4,4,4,4,4,1,1,3,3,1,4,3,1,4,4,4,4,3,3,2,3,4,3,3,I
7043,3,4,3,2,2,1,2,1,3,1,2,4,4,4,3,5,4,2,3,5,3,4,4,2,3,1,5,5,3,2,A
7044,3,-1,2,2,2,2,4,3,2,3,3,-1,2,2,5,1,3,3,3,2,-1,4,4,3,3,3,-1,3,3,3,I
7045,3,5,5,5,5,5,4,5,5,5,1,1,2,5,5,4,5,3,5,5,3,5,5,4,1,1,1,1,4,1,I
7046,3,5,4,1,4,4,2,2,2,1,2,4,4,5,4,5,1,1,4,5,3,5,5,5,4,3,4,2,1,5,S
7047,4,4,4,4,3,4,4,3,3,2,4,4,4,1,4,4,3,1,-1,5,3,1,4,4,5,4,2,3,4,4,S
7048,3,2,2,5,2,3,2,3,3,2,2,5,5,3,5,3,5,2,3,5,4,3,4,4,4,4,5,-1,4,2,S
7049,3,2,3,4,4,5,3,4,5,4,2,2,4,5,3,4,5,5,4,5,2,5,4,3,3,3,5,5,3,4,E
7050,3,4,1,3,2,3,4,2,1,3,2,3,3,2,3,2,3,2,2,3,1,3,4,2,1,1,4,5,2,5,C
7051,4,3,1,4,1,3,4,2,2,5,3,2,2,2,2,1,3,1,3,5,1,1,5,1,3,1,5,5,2,5,C
7052,3,3,4,4,5,5,4,5,5,4,4,4,3,4,2,3,4,2,5,5,5,5,5,5,5,4,2,3,4,1,S
7053,4,2,-1,4,5,3,4,-1,-1,3,4,5,5,5,4,-1,-1,2,5,5,5,4,-1,-1,5,5,4,-1,5,-1,S
7054,4,5,4,5,4,4,4,4,4,4,4,3,3,1,2,3,5,2,2,3,2,4,2,4,4,4,3,2,3,4,R
7055,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,R
7056,2,1,1,1,1,1,1,1,1,1,2,4,3,3,1,2,3,1,2,5,5,2,4,5,4,4,5,5,5,2,S
7057,3,1,1,4,3,3,4,4,1,2,2,2,4,3,2,5,2,3,1,4,4,4,5,4,4,1,3,5,2,2,S
7058,5,5,5,5,2,3,5,4,2,3,5,1,2,3,1,1,3,1,4,4,2,2,2,2,3,1,5,5,4,5,C
7059,2,1,1,5,5,1,4,3,4,3,3,2,1,2,1,2,3,2,1,4,4,5,5,3,4,4,3,3,1,2,S
7060,1,2,3,1,1,1,2,1,2,1,1,2,5,4,4,5,5,5,5,3,3,2,3,4,3,3,3,2,4,1,A
7061,1,1,1,5,5,5,5,5,4,4,3,2,2,3,4,3,5,1,3,4,5,2,5,5,5,5,2,1,4,1,I
7062,1,1,1,1,3,1,1,1,1,1,1,1,4,4,1,4,1,1,4,3,3,1,3,1,4,1,2,3,3,2,A
7063,3,-1,3,2,2,-1,-1,4,4,4,4,2,2,-1,-1,3,4,3,3,2,-1,-1,4,3,4,4,-1,3,3,4,I
7064,1,1,1,4,2,2,3,2,2,2,1,3,5,5,5,5,5,5,5,2,1,2,2,3,2,1,2,3,3,1,A
7065,5,5,5,5,4,4,5,5,5,5,5,5,3,4,5,4,5,5,5,4,5,5,5,4,5,4,5,5,5,4,I
7066,1,1,1,2,3,2,1,1,1,1,2,4,4,4,4,5,5,1,4,3,3,3,4,2,2,2,3,5,2,2,A
7067,1,2,2,2,3,3,3,2,2,2,2,1,2,3,2,5,2,2,2,4,2,4,4,2,2,2,2,2,2,2,C
7068,3,4,5,3,2,4,5,2,2,2,2,5,5,5,5,5,5,4,-1,5,5,5,5,5,5,5,5,5,5,2,S
7069,5,1,1,5,5,5,1,5,3,3,1,1,3,1,1,1,1,5,1,5,5,5,5,5,5,5,3,3,3,5,S
7070,2,3,2,2,1,1,3,1,1,1,1,1,1,1,4,4,4,4,1,1,2,4,2,3,4,1,4,5,5,2,E
7071,2,2,4,2,5,4,2,2,4,3,4,5,4,4,4,4,5,4,5,3,4,4,3,2,2,2,2,2,1,3,A
7072,1,2,3,5,5,5,4,5,5,4,5,3,3,4,2,4,2,2,4,3,1,2,2,4,4,1,1,3,2,1,I
7073,1,1,1,4,5,5,5,4,4,3,1,3,5,5,5,5,5,5,5,3,1,4,1,1,1,1,1,1,4,1,A
7074,4,2,4,5,4,1,5,1,5,1,2,1,1,4,1,1,2,1,1,5,5,5,5,4,5,5,1,1,1,1,S
7075,1,4,1,1,4,4,4,2,4,1,1,3,4,3,3,4,4,2,3,3,3,2,3,4,4,1,3,2,1,1,A
7076,1,1,4,3,3,2,2,1,3,1,1,1,2,5,3,4,4,5,4,3,3,5,4,3,3,3,2,1,4,1,A
7077,2,1,1,3,3,4,3,2,3,2,2,2,2,5,2,2,2,1,2,5,2,3,2,3,4,2,4,2,3,2,S
7078,5,2,4,5,4,4,4,4,5,4,5,5,3,2,5,3,5,4,4,5,3,5,4,2,3,3,1,1,1,1,I
7079,1,1,4,4,1,4,2,4,4,4,1,1,1,1,1,1,1,1,4,3,2,1,5,4,1,1,5,5,1,1,I
7080,3,2,5,3,2,2,3,2,3,2,4,1,1,3,1,1,1,2,3,4,3,4,3,2,2,2,3,4,2,5,C
7081,1,1,1,5,1,1,1,1,5,1,3,1,1,1,3,1,5,3,1,1,3,1,4,5,3,1,1,3,1,1,S
7082,4,1,2,5,4,4,2,2,2,5,2,2,2,1,2,3,2,3,2,4,4,4,4,5,4,4,2,3,3,4,S
7083,3,1,1,3,4,3,3,1,3,1,1,5,4,4,5,4,5,5,4,5,4,4,5,4,4,5,3,3,5,1,A
7084,1,3,2,4,5,5,3,5,4,5,4,4,4,3,3,4,4,4,3,2,2,4,2,1,4,3,3,3,2,4,I
7085,3,1,1,3,3,4,1,3,3,3,3,1,1,3,1,1,1,1,1,4,1,3,4,1,1,1,5,5,3,5,E
7086,3,3,4,3,4,3,2,2,3,2,2,1,1,1,1,1,1,1,1,4,3,1,4,4,3,3,2,2,1,2,S
7087,1,2,3,3,4,4,2,3,3,3,2,2,4,3,4,5,3,4,3,2,2,2,2,2,1,1,3,2,3,1,A
7088,2,1,1,1,5,1,1,1,5,1,4,1,1,1,1,1,4,1,5,5,1,1,1,-1,1,1,1,1,1,1,I
7089,1,2,4,5,2,1,5,4,1,3,1,1,1,1,1,1,2,1,1,3,4,1,5,4,5,5,1,2,3,4,C
7090,3,5,4,5,5,5,5,5,4,4,2,3,4,3,4,3,5,4,4,5,3,5,5,5,4,2,3,4,2,3,I
7091,5,5,5,4,4,4,4,3,3,2,4,3,3,2,3,3,4,3,3,2,3,3,2,3,3,2,5,5,3,5,C
7092,3,5,4,2,5,5,3,4,3,4,3,2,2,3,2,2,3,3,2,2,2,3,2,1,1,2,1,1,2,4,I
7093,1,1,1,1,3,1,1,1,3,1,1,2,3,2,3,4,2,2,4,1,1,5,2,5,5,4,3,4,1,1,S
7094,1,1,1,2,1,1,1,1,1,1,1,4,1,1,4,2,5,1,1,5,1,4,4,2,2,2,1,1,1,1,S
7095,1,1,1,4,3,3,3,1,3,1,2,3,5,3,4,5,3,3,4,5,4,4,5,5,5,4,3,3,2,1,S
7096,3,1,3,5,4,4,3,3,4,2,4,1,4,4,1,1,1,4,1,3,1,4,1,1,2,1,2,4,3,1,I
7097,3,1,1,5,5,5,1,1,1,1,1,4,5,4,5,4,3,1,4,1,1,1,1,1,5,1,1,1,4,1,A
7098,1,1,1,1,1,1,3,1,1,1,1,1,1,4,1,1,3,3,2,1,3,1,2,1,1,1,4,5,2,5,C
7099,3,3,3,3,2,3,1,1,4,1,3,5,4,4,5,4,5,5,5,1,3,5,3,4,2,1,2,3,3,1,A
7100,4,2,3,2,3,2,2,2,3,2,3,3,1,1,3,1,3,1,3,4,3,3,3,1,1,2,2,4,3,3,C
7101,1,1,1,5,4,5,5,5,3,4,5,2,1,5,4,4,3,4,2,4,5,4,4,1,1,1,1,4,1,4,I
7102,1,1,1,5,1,2,3,2,1,2,1,5,5,2,4,4,5,3,2,5,4,3,5,3,2,1,2,3,1,2,A
7103,3,4,2,1,5,4,1,3,3,2,4,3,3,2,4,4,5,4,2,4,1,2,2,1,2,1,1,2,3,1,A
7104,3,1,3,5,5,5,5,5,3,5,4,2,2,4,4,3,3,5,4,5,5,5,5,5,5,5,5,5,4,1,S
7105,1,1,1,5,5,3,4,3,5,3,2,4,1,1,1,4,4,2,1,2,5,1,5,1,1,2,1,2,1,1,I
7106,3,4,2,4,3,3,4,4,3,4,4,3,4,2,5,5,4,2,4,4,3,2,4,3,4,3,3,4,2,4,I
7107,1,2,2,2,3,3,3,3,2,2,2,3,5,3,3,4,3,3,5,3,3,3,4,4,4,3,4,4,4,3,A
7108,1,2,1,2,2,4,1,1,1,1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,C
7109,3,4,4,3,5,5,4,4,5,4,5,4,5,5,4,-1,5,4,5,3,2,2,3,4,4,3,3,-1,3,2,I
7110,5,5,1,4,2,4,1,2,1,2,4,1,1,1,5,5,5,2,1,1,5,1,5,1,1,2,1,1,1,5,C
7111,4,2,3,3,3,2,2,3,3,2,2,1,1,2,1,2,1,2,1,4,3,2,3,1,1,1,2,2,1,3,I
7112,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,4,C
7113,5,5,5,5,3,1,1,3,1,3,5,3,1,5,1,1,2,3,2,5,1,1,3,1,3,2,5,5,4,3,R
7114,2,1,1,1,1,1,1,1,1,1,1,4,5,1,4,3,2,1,1,5,5,1,5,5,5,1,1,1,1,1,S
7115,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,R
7116,1,1,1,3,5,3,2,2,2,1,1,4,4,5,2,2,2,5,2,5,4,5,5,5,4,3,4,3,4,1,S
7117,3,4,4,5,5,5,4,4,4,4,5,4,2,4,4,3,4,3,3,4,3,5,2,1,2,2,2,3,2,2,I
7118,4,1,4,5,3,3,4,3,4,1,3,5,2,3,4,1,5,1,2,5,4,5,5,5,5,4,1,1,2,1,S
7119,1,1,2,2,3,1,1,1,2,1,1,2,2,1,1,3,2,1,2,4,1,3,2,3,2,1,1,2,2,1,S
7120,1,1,1,2,3,3,1,3,1,3,4,2,3,4,3,4,4,2,5,2,3,1,1,1,4,3,1,1,4,2,A
7121,1,2,3,3,3,3,3,3,4,2,3,3,4,5,5,5,5,3,4,3,4,4,4,5,5,4,1,1,3,1,A
7122,2,1,2,2,3,2,1,1,3,1,1,2,4,4,4,4,2,3,4,4,3,4,2,5,5,4,3,3,3,2,S
7123,3,2,2,1,1,1,1,1,1,1,1,3,3,1,1,1,1,3,1,4,2,4,3,1,2,1,4,5,4,5,E
7124,5,4,5,5,4,4,1,3,3,2,3,3,5,4,5,5,5,5,5,1,3,3,1,4,4,1,2,1,4,5,A
7125,2,3,4,4,3,3,4,4,4,3,2,5,3,3,4,4,5,4,2,4,3,4,4,4,4,3,2,2,2,2,A
7126,2,1,1,5,4,5,3,4,4,4,3,1,1,4,2,5,3,1,2,2,2,5,3,4,4,2,1,1,1,2,I
7127,3,3,3,3,4,4,4,3,3,3,4,3,4,4,4,5,4,1,4,4,4,4,4,-1,4,3,4,4,4,3,A
7128,3,2,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,2,4,4,4,4,4,5,5,4,4,2,3,4,S
7129,5,2,4,3,4,5,2,2,4,3,3,1,2,3,4,4,4,5,3,4,1,3,3,4,3,3,2,1,2,1,R
7130,3,2,2,3,2,2,3,2,2,2,2,2,2,2,3,3,3,2,2,4,3,3,3,3,3,3,3,4,2,2,S
7131,3,4,3,3,2,2,3,2,3,3,3,2,1,1,3,2,3,2,2,3,3,2,2,2,2,3,3,3,2,2,I
7132,2,4,3,5,5,5,4,5,4,4,4,3,2,2,3,2,2,1,4,2,2,2,1,1,2,1,2,1,1,4,I
7133,2,3,1,4,4,4,4,4,4,4,4,2,2,3,2,4,3,4,1,1,1,2,1,1,1,1,3,4,3,3,I
7134,3,5,3,5,3,3,4,3,3,5,1,5,3,3,5,1,5,5,1,3,4,1,4,3,1,1,3,3,4,1,E
7135,3,4,4,4,4,4,5,5,3,5,1,1,1,1,1,1,4,4,1,1,1,2,4,4,3,2,1,2,4,1,I
7136,5,1,1,1,1,1,1,1,1,1,1,5,5,5,-1,5,5,5,5,1,1,4,1,5,5,1,1,2,1,1,A
7137,3,3,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,5,3,4,5,4,3,3,3,4,S
7138,3,2,1,2,2,1,1,1,1,1,1,1,2,1,1,1,1,2,1,4,1,1,2,1,2,1,1,3,1,2,R
7139,3,3,3,4,3,2,5,3,4,4,4,1,2,2,3,2,2,5,3,3,1,1,2,1,2,1,1,1,5,3,I
7140,3,3,5,4,4,4,4,4,5,4,4,2,3,5,4,4,5,5,5,5,1,5,4,4,3,4,4,5,5,1,I
7141,4,3,2,3,1,2,4,3,1,3,1,4,1,3,2,4,3,2,2,3,1,3,1,1,4,1,1,3,4,1,A
7142,5,3,5,3,5,3,3,1,3,1,5,1,1,5,3,5,3,5,3,3,5,3,3,1,3,1,1,1,1,5,A
7143,1,3,3,3,4,3,4,4,3,3,3,1,4,4,3,4,3,3,4,4,3,3,2,2,4,3,3,3,2,2,I
7144,3,4,4,2,4,-1,3,4,4,3,3,1,2,2,2,4,2,4,2,4,4,3,4,4,5,2,4,4,-1,4,S
7145,1,1,5,5,5,5,1,5,5,1,5,1,1,5,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,1,S
7146,5,5,5,5,3,4,5,5,3,5,3,3,4,3,3,3,2,2,3,4,4,3,4,4,4,4,4,5,3,5,I
7147,3,4,4,5,4,4,5,4,5,4,5,4,4,5,3,5,4,4,5,2,5,3,5,1,3,3,1,2,1,2,I
7148,3,3,5,5,4,4,4,3,4,4,3,2,3,5,4,5,4,4,3,5,5,5,5,3,4,4,4,4,4,2,S
7149,1,1,1,1,3,1,1,1,1,1,1,1,3,1,2,4,1,2,1,2,3,2,4,2,3,2,2,3,1,5,C
7150,1,2,4,4,4,4,3,4,4,4,4,5,5,5,5,5,5,1,5,2,2,2,2,2,2,2,1,1,1,1,A
7151,3,2,3,4,3,4,3,3,2,2,2,3,2,3,4,5,5,1,3,3,2,4,4,4,4,3,3,3,3,5,C
7152,3,1,4,5,5,5,2,5,5,5,5,3,3,5,5,5,5,3,3,4,4,5,4,1,3,3,1,1,1,1,I
7153,1,1,1,3,3,1,3,1,4,1,1,1,2,3,2,1,2,2,2,3,1,2,4,2,5,1,3,5,3,3,E
7154,5,5,5,3,4,4,3,4,3,4,5,1,1,3,1,1,1,4,1,4,1,3,1,1,3,3,1,1,1,1,R
7155,1,4,3,5,3,5,5,5,4,3,5,3,2,4,3,5,4,1,1,4,5,1,5,1,2,1,2,4,1,5,I
7156,3,2,3,4,3,4,2,2,3,3,3,3,3,5,3,3,3,2,3,3,4,3,4,3,4,3,3,2,3,3,S
7157,1,2,4,4,4,4,4,4,4,3,2,3,3,5,1,4,2,4,4,4,2,1,4,5,5,4,4,2,3,2,I
7158,1,3,4,3,5,3,3,2,3,3,4,1,1,3,2,2,1,4,4,2,4,4,4,3,3,3,2,1,1,2,I
7159,3,2,3,3,2,4,2,2,2,2,2,1,1,2,2,2,2,2,2,2,4,3,3,3,3,3,3,2,3,3,S
7160,3,3,4,4,4,3,3,2,4,2,3,2,2,2,2,2,3,5,4,4,3,4,4,2,4,3,4,5,5,2,E
7161,1,1,1,4,3,2,1,2,2,2,1,3,4,3,4,5,4,2,2,5,3,3,5,3,4,2,4,1,2,1,S
7162,1,3,4,3,5,3,1,1,2,-1,-1,2,5,4,2,5,2,-1,-1,5,5,4,5,5,-1,-1,5,4,-1,3,S
7163,1,1,1,5,5,5,3,4,4,4,3,3,4,4,5,5,4,4,4,5,5,5,4,4,5,3,3,2,2,2,S
7164,1,3,3,5,5,5,5,5,3,5,2,3,5,5,4,5,4,4,5,2,4,2,4,2,4,3,2,2,2,3,I
7165,4,3,4,5,4,4,4,3,3,3,4,1,1,1,3,4,5,4,2,4,2,3,-1,2,3,2,1,4,1,2,I
7166,4,4,5,4,3,3,3,3,4,4,5,1,1,2,3,3,4,3,4,2,3,3,3,2,3,3,3,4,2,4,R
7167,2,2,1,4,5,5,3,5,5,5,3,5,5,5,5,-1,5,5,5,2,3,2,2,2,1,2,2,1,1,1,I
7168,2,3,2,2,4,3,3,4,3,5,4,2,4,3,5,4,3,5,4,3,4,5,5,5,5,5,5,5,5,5,E
7169,4,5,1,4,4,3,3,2,4,3,4,2,3,3,3,2,2,4,3,5,2,2,2,1,4,2,4,2,2,3,I
7170,5,3,3,5,3,1,1,1,3,1,3,4,1,4,5,5,5,5,2,5,1,3,5,3,4,2,1,3,1,1,A
7171,1,1,3,5,1,1,5,5,1,5,1,3,5,1,3,5,3,3,5,5,1,5,1,5,5,1,5,5,5,1,A
7172,3,4,3,5,5,4,5,5,4,5,5,1,1,3,4,4,5,5,1,2,1,1,1,1,1,1,3,5,1,4,I
7173,5,5,3,4,5,5,1,5,5,5,5,3,2,5,1,1,2,3,4,1,2,3,1,3,1,3,3,2,2,3,I
7174,1,2,2,3,3,3,3,2,1,2,3,3,3,3,5,3,5,5,2,1,1,1,1,1,1,1,1,3,1,1,A
7175,1,3,1,5,4,5,4,4,4,4,4,1,2,2,1,4,2,1,1,4,4,2,4,1,2,4,4,3,1,2,I
7176,4,2,4,2,4,3,3,2,2,2,4,3,3,2,2,2,1,1,2,4,5,3,3,3,5,4,4,3,4,4,S
7177,3,5,5,5,5,5,2,5,4,5,2,2,2,4,3,2,5,2,2,3,3,5,4,4,5,3,4,2,1,3,R
7178,3,2,1,4,5,5,4,5,5,5,1,2,2,5,4,5,5,4,5,2,2,2,3,3,2,2,1,1,3,1,I
7179,3,1,3,4,3,3,5,5,2,1,2,5,5,4,-1,2,5,4,3,5,5,2,5,4,4,4,3,4,5,4,S
7180,2,2,4,2,4,2,4,3,5,3,4,4,5,3,4,4,5,4,3,4,2,1,3,2,4,1,4,5,2,4,A
7181,3,2,2,4,4,3,4,3,4,3,4,4,3,4,4,4,4,2,4,5,5,3,5,4,4,4,5,4,4,2,S
7182,1,3,1,3,4,3,3,1,3,1,1,1,1,5,1,1,1,1,1,1,3,3,3,1,1,1,2,4,1,1,I
7183,5,3,4,5,3,2,4,3,1,4,1,5,5,3,3,1,5,3,4,5,5,5,5,2,1,3,1,1,3,3,R
7184,1,5,5,5,3,3,2,3,3,3,3,1,1,5,4,3,5,5,5,1,3,1,3,3,2,3,4,1,3,3,R
7185,1,1,1,3,5,5,1,3,5,3,3,2,3,5,3,3,4,3,3,1,1,1,1,1,1,1,1,1,3,1,I
7186,3,4,5,5,5,5,5,5,5,5,5,3,3,3,5,3,5,5,5,3,1,3,2,1,1,1,3,1,1,2,I
7187,4,2,4,4,2,1,1,1,3,1,1,1,3,4,2,1,1,4,4,1,1,3,1,2,2,5,3,4,1,1,R
7188,2,4,4,5,3,3,4,3,4,2,2,4,2,4,2,4,5,3,3,5,5,5,5,5,2,4,5,4,2,2,S
7189,3,2,3,4,3,4,2,3,3,3,1,4,3,4,1,3,5,2,2,2,3,3,3,4,2,2,3,4,3,3,C
7190,3,1,1,2,3,3,3,4,2,3,1,5,4,5,5,5,5,5,4,2,5,3,3,4,4,4,3,2,5,2,A
7191,5,3,4,3,3,2,4,2,3,2,2,1,2,2,2,2,3,5,4,2,2,3,1,2,2,2,3,3,3,4,R
7192,2,3,2,3,5,5,3,4,5,5,4,3,4,4,4,5,3,3,3,3,3,3,3,3,3,2,2,2,2,2,I
7193,1,1,1,1,4,5,1,4,4,4,1,3,4,5,4,4,5,1,5,5,1,2,1,2,4,3,4,1,2,1,A
7194,1,2,4,5,5,5,5,5,5,5,5,4,4,5,3,5,4,4,5,1,2,3,2,3,3,2,3,3,3,3,I
7195,1,3,5,2,4,2,4,2,4,2,5,5,5,5,3,5,4,5,3,4,4,2,5,4,5,1,1,1,2,1,A
