,R1,R4,R6,I1,I2,I3,I4,I5,I6,I7,I8,A1,A2,A3,A4,A5,A6,A7,A8,S1,S3,S4,S5,S6,S7,S8,E3,E5,E8,C5,Strength
7196,2,2,2,3,2,2,4,2,1,2,2,1,2,2,4,2,-1,3,-1,2,2,4,2,2,2,2,3,4,2,2,E
7197,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,4,5,3,5,5,5,5,5,5,5,2,5,5,5,5,E
7198,1,1,1,4,4,3,3,1,1,2,2,3,3,4,3,3,4,2,3,4,1,2,3,3,3,3,2,2,5,2,A
7199,3,1,3,2,4,4,3,5,3,3,5,4,4,3,5,5,5,3,4,4,4,4,5,3,2,1,2,3,2,5,A
7200,2,1,1,2,3,1,3,-1,2,1,1,1,1,1,2,4,-1,1,2,5,5,2,5,5,5,5,1,1,2,1,S
7201,2,2,3,4,5,3,4,3,4,2,4,3,4,4,4,5,5,4,4,5,3,4,5,4,4,3,4,3,4,2,A
7202,3,1,1,4,4,3,1,1,1,1,1,1,4,5,1,1,1,1,1,5,3,1,1,1,1,1,5,5,1,1,E
7203,3,3,4,4,5,5,3,4,4,3,3,2,3,2,4,3,4,5,4,4,4,2,4,3,4,1,4,4,4,3,I
7204,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,A
7205,1,2,1,4,4,3,4,4,4,4,4,5,4,4,4,5,4,4,4,5,4,4,5,5,5,4,4,5,4,2,S
7206,3,3,2,4,5,5,2,4,5,4,5,2,3,5,3,5,3,3,4,5,5,4,5,4,3,3,1,2,4,2,I
7207,3,2,4,4,4,2,2,3,4,3,4,2,2,4,4,4,4,4,3,4,4,4,4,3,4,3,2,3,3,2,S
7208,1,1,1,5,5,5,3,5,3,3,3,2,1,1,-1,4,3,1,1,5,5,5,3,1,4,5,1,1,2,3,I
7209,1,1,2,2,2,2,4,1,2,-1,-1,1,1,4,1,-1,1,2,2,5,2,5,2,3,4,2,5,4,2,2,E
7210,2,2,4,5,5,3,5,4,4,4,5,5,5,3,5,3,5,5,4,4,4,4,3,3,4,2,4,2,4,4,I
7211,3,4,5,4,5,4,4,4,4,4,4,3,4,4,5,4,5,3,5,2,2,3,4,2,4,2,2,2,4,2,I
7212,4,4,3,3,4,4,1,4,5,3,5,2,2,2,1,2,3,3,4,4,3,2,3,3,3,2,3,3,3,3,I
7213,5,5,4,2,4,4,2,4,4,4,4,1,1,2,1,5,3,2,1,1,1,1,2,2,1,3,1,4,1,2,R
7214,4,1,3,5,3,2,1,5,4,4,1,3,4,3,3,4,5,2,3,5,1,1,4,2,1,2,2,3,4,1,A
7215,2,3,3,1,1,3,1,2,3,3,1,1,5,1,1,2,3,1,1,5,5,5,5,4,1,1,3,3,1,4,C
7216,4,4,2,2,3,2,2,2,2,2,2,3,4,4,3,3,4,3,3,5,5,4,4,4,3,4,4,2,4,2,S
7217,1,1,1,5,3,5,5,3,5,3,1,3,1,3,3,1,3,1,1,5,3,3,5,1,3,3,5,5,5,1,E
7218,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,1,2,1,2,2,1,1,1,3,3,1,3,3,2,1,E
7219,5,1,1,5,1,3,5,5,1,5,1,3,3,4,3,3,5,3,1,5,4,4,4,5,4,4,3,1,3,3,S
7220,3,2,1,5,3,3,2,3,2,2,1,3,2,1,1,1,3,1,1,4,2,2,2,1,2,2,3,5,2,5,C
7221,4,1,1,3,1,1,5,3,1,5,1,2,3,4,1,1,2,1,1,4,1,1,3,1,3,3,3,3,4,2,C
7222,1,1,1,4,3,1,4,1,1,1,1,1,1,1,1,1,1,1,1,3,3,1,2,3,3,3,1,1,1,1,S
7223,3,3,3,3,1,1,3,1,1,1,1,3,1,1,1,1,1,3,5,5,5,3,5,5,5,3,3,3,3,3,S
7224,4,4,4,4,3,4,3,4,-1,4,5,1,2,4,4,5,1,3,3,4,3,1,4,5,4,-1,5,5,5,5,C
7225,3,1,1,5,4,4,5,5,5,5,1,5,5,3,4,5,5,4,1,3,-1,1,4,3,1,3,1,1,3,1,I
7226,3,1,3,5,4,4,3,2,5,1,2,3,3,2,3,2,4,1,2,1,4,4,4,1,4,3,3,1,3,1,I
7227,2,4,4,2,2,1,2,2,2,2,4,4,4,5,4,4,5,4,4,2,2,2,2,2,3,3,2,2,2,2,A
7228,3,2,2,4,3,3,2,2,3,3,3,3,2,2,3,3,4,2,3,4,2,3,3,2,4,3,3,3,3,3,S
7229,3,1,3,5,5,3,3,5,3,5,3,5,2,3,5,3,5,3,1,3,4,5,5,2,3,3,2,3,1,3,I
7230,4,4,3,5,5,4,4,4,4,4,4,4,3,2,4,4,5,3,2,3,2,2,2,2,1,1,3,3,2,4,I
7231,2,1,1,4,4,3,3,4,3,3,1,5,5,4,5,4,5,2,4,4,5,5,5,5,5,4,5,4,5,3,S
7232,1,1,2,4,5,4,4,4,4,4,4,1,4,5,4,4,5,4,5,5,4,5,4,2,5,1,2,1,1,3,I
7233,3,3,3,5,3,4,3,4,4,4,5,3,3,3,3,5,5,3,3,1,3,5,2,1,1,1,2,1,1,1,I
7234,4,2,2,4,3,2,2,1,2,2,1,1,2,1,1,1,2,2,1,3,2,1,2,1,2,2,3,5,3,4,C
7235,3,3,4,5,4,4,4,4,3,3,4,2,3,2,4,2,5,3,3,5,2,3,3,3,3,2,4,4,2,4,I
7236,5,3,2,2,2,2,4,2,1,1,1,2,4,5,3,2,3,5,4,3,2,4,3,4,3,1,5,5,4,4,E
7237,3,1,2,3,4,4,3,3,4,4,1,3,3,5,4,5,4,1,5,2,4,3,3,4,5,4,1,1,3,3,A
7238,2,3,4,4,4,2,3,1,3,2,3,5,5,4,4,5,5,4,5,5,5,5,5,5,3,3,1,3,5,2,A
7239,5,5,5,3,5,5,4,5,5,5,5,5,-1,5,4,5,5,1,5,5,4,5,5,5,5,5,5,5,5,5,R
7240,4,4,2,2,1,1,3,2,1,3,2,5,2,3,2,3,5,1,2,2,1,3,2,2,4,1,5,5,4,4,C
7241,3,4,3,4,4,4,5,5,4,5,5,3,2,3,3,3,4,1,3,1,2,3,1,3,3,2,1,1,1,2,I
7242,-1,3,3,4,4,4,5,4,4,4,1,5,5,4,5,5,5,4,5,3,4,3,2,2,3,3,2,3,4,3,A
7243,5,5,1,4,5,5,4,5,4,5,4,1,1,4,2,1,1,1,2,5,5,2,5,5,5,4,5,4,5,1,E
7244,3,1,3,5,4,4,4,4,4,4,4,2,2,2,2,2,3,1,3,4,3,2,3,3,4,4,3,3,2,2,I
7245,3,2,2,1,1,1,2,1,3,1,3,4,4,4,2,3,4,4,3,4,4,3,4,4,4,3,4,2,3,2,S
7246,3,1,1,3,2,2,2,2,1,2,2,4,3,3,2,2,3,1,3,3,3,2,3,3,3,2,4,4,4,1,E
7247,5,5,5,2,2,2,3,1,2,1,2,4,5,5,5,4,5,3,5,5,5,5,5,5,5,5,5,5,4,4,S
7248,4,1,1,2,4,3,3,2,2,2,2,3,2,3,3,3,4,3,2,3,4,4,4,3,4,4,4,4,4,3,E
7249,1,1,1,5,4,5,5,4,4,4,3,3,3,4,4,5,3,2,4,5,5,4,5,5,5,3,3,3,3,2,S
7250,4,4,3,3,3,2,2,2,3,3,3,3,3,1,2,3,2,3,2,4,3,3,3,4,4,4,4,3,3,2,S
7251,3,3,1,3,3,3,1,3,1,5,1,1,3,3,3,5,3,3,3,3,1,3,3,5,3,3,5,3,3,3,E
7252,3,2,1,2,2,2,2,1,2,2,2,5,4,2,2,4,5,2,3,4,2,2,3,2,3,2,3,3,2,4,C
7253,3,4,4,4,2,4,4,4,3,4,4,2,2,4,2,4,3,4,2,4,4,2,4,3,4,4,4,4,3,4,I
7254,1,1,1,2,2,2,1,1,1,1,1,2,4,3,5,3,3,3,4,1,2,1,2,1,1,1,1,1,1,1,A
7255,4,2,3,5,5,5,3,2,4,3,5,4,4,5,2,4,4,4,5,5,3,2,5,3,4,4,4,5,5,3,I
7256,3,1,1,5,1,1,3,3,1,3,1,1,3,3,3,3,3,1,1,1,1,3,1,1,1,1,3,3,1,1,E
7257,2,4,4,2,4,2,2,2,4,2,2,4,4,2,4,4,4,2,3,4,4,4,4,2,3,3,4,2,3,2,S
7258,3,4,4,4,4,3,2,2,4,3,3,4,4,3,3,4,4,3,3,4,-1,3,4,4,3,3,2,1,3,1,A
7259,1,1,1,4,3,2,2,4,1,4,2,4,3,2,4,4,4,1,3,4,3,2,4,2,2,2,5,4,3,4,E
7260,4,5,4,4,3,3,5,4,4,4,4,5,4,3,5,4,5,4,4,5,4,5,4,4,4,3,5,5,4,5,A
7261,5,4,3,1,4,3,4,1,3,1,2,3,2,4,4,4,4,1,3,5,3,4,4,4,4,3,3,4,4,3,S
7262,5,-1,5,4,4,-1,-1,4,5,5,4,3,3,-1,-1,4,4,5,3,5,-1,-1,5,4,5,4,-1,5,4,4,S
7263,3,2,3,3,4,3,3,4,4,4,4,3,3,4,4,5,3,2,4,3,3,2,4,2,3,4,4,4,4,2,I
7264,4,4,2,3,3,3,2,1,3,2,2,4,4,4,5,4,5,4,4,4,4,4,4,3,3,3,4,4,4,4,A
7265,4,2,3,2,4,3,4,4,3,1,1,2,4,3,4,3,4,1,1,4,2,2,4,1,1,1,2,2,1,2,I
7266,3,3,2,4,3,3,4,2,2,2,2,5,4,4,4,4,5,4,4,5,5,3,5,3,4,3,3,4,3,1,A
7267,2,1,1,4,5,4,1,3,5,3,3,1,1,2,1,2,1,1,1,2,3,1,2,1,1,1,1,1,1,3,I
7268,3,5,1,5,5,4,5,5,5,3,5,4,5,3,4,5,4,2,2,5,3,1,5,2,4,2,2,3,3,5,I
7269,3,2,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,3,3,3,3,A
7270,3,2,3,1,1,1,1,2,3,2,5,1,3,4,3,2,4,1,4,5,1,3,1,3,3,1,1,2,5,5,C
7271,1,1,3,3,4,3,3,3,3,3,3,5,4,4,4,4,4,1,4,5,4,4,5,5,5,4,4,3,4,1,S
7272,5,1,1,1,5,5,1,1,5,5,3,5,3,3,5,4,5,3,4,3,4,2,3,4,4,1,5,5,4,1,E
7273,1,1,3,3,5,5,1,1,1,1,1,5,1,-1,1,1,3,3,5,3,5,5,5,3,5,5,1,3,1,1,S
7274,4,1,4,5,4,3,3,3,1,3,1,1,3,5,4,5,1,1,5,4,5,1,5,2,5,4,2,4,4,1,S
7275,1,1,5,5,1,1,5,1,1,3,5,5,3,1,5,5,5,5,-1,1,5,1,5,5,3,3,1,1,5,1,A
7276,1,5,2,4,3,4,3,4,1,3,1,3,5,5,5,5,4,2,2,4,1,2,3,4,5,2,5,4,5,4,E
7277,1,1,2,4,2,3,3,3,2,3,1,1,2,2,2,3,1,4,1,2,1,2,2,3,2,1,1,3,1,4,C
7278,3,1,2,4,4,3,4,4,5,3,5,5,5,-1,5,5,5,5,5,5,4,3,5,5,5,4,2,4,5,3,S
7279,5,4,5,5,5,5,2,-1,4,2,3,1,1,-1,1,2,1,4,2,1,4,2,2,2,2,4,2,2,3,4,R
7280,3,3,3,4,5,5,4,5,5,5,5,4,5,5,5,5,5,5,5,3,4,4,4,2,5,3,1,1,4,3,A
7281,1,1,1,5,1,1,4,5,1,5,1,1,1,2,3,3,1,1,1,1,3,3,3,1,3,1,1,1,1,1,I
7282,3,1,1,1,4,3,5,3,4,3,1,1,1,3,5,5,5,5,1,5,4,3,1,1,3,1,4,4,4,1,E
7283,4,3,2,3,3,2,2,2,2,2,2,1,3,2,2,2,2,1,2,2,1,1,2,2,2,3,3,2,3,1,R
7284,1,1,1,1,4,5,1,3,4,3,3,1,1,5,4,4,4,1,2,4,3,5,4,3,3,2,1,3,2,1,S
7285,3,4,3,4,3,4,3,4,4,4,4,4,4,3,3,5,4,4,3,3,2,4,3,2,3,2,3,4,4,4,I
7286,5,4,4,5,5,5,5,4,5,4,-1,2,5,1,4,3,5,3,1,4,3,4,4,2,5,3,1,3,1,2,R
7287,1,1,3,4,5,4,4,3,4,3,3,2,4,4,5,5,5,2,5,3,4,4,5,5,5,5,2,2,4,1,S
7288,1,1,1,5,5,5,4,3,5,3,2,3,5,4,3,5,4,2,4,4,1,3,2,1,4,3,2,1,2,5,I
7289,3,2,2,4,5,4,4,4,5,3,3,3,5,5,5,5,5,5,5,4,5,4,4,5,5,4,5,5,5,3,A
7290,2,2,3,3,1,1,2,2,3,2,2,1,5,5,5,5,4,5,3,5,4,4,4,5,4,2,4,3,1,1,A
7291,2,1,3,5,4,3,4,4,3,3,1,1,1,1,1,1,1,1,1,4,4,1,4,1,2,3,1,1,1,3,I
7292,1,1,1,5,4,5,1,5,3,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,I
7293,3,1,1,2,1,1,1,1,2,1,1,2,1,3,2,1,2,2,1,2,3,1,2,2,1,1,4,4,3,3,E
7294,1,1,2,3,2,3,2,3,4,4,1,4,3,5,3,2,4,3,5,4,3,3,5,5,5,3,5,3,5,2,E
7295,2,3,2,2,2,4,2,2,2,2,3,2,1,4,2,5,3,1,3,3,1,1,1,2,2,2,1,1,1,4,C
7296,4,4,1,4,4,4,4,5,4,5,5,2,1,2,1,3,3,1,1,3,1,1,2,1,2,3,1,4,1,1,I
7297,1,5,4,4,3,4,3,3,3,4,4,2,2,5,5,5,5,3,4,4,2,3,1,2,1,1,2,4,1,3,A
7298,1,3,2,4,4,3,3,4,5,2,4,5,4,5,4,4,5,1,4,5,3,5,3,4,5,2,2,4,4,4,A
7299,4,5,4,5,4,5,5,5,3,5,3,5,2,5,5,4,4,5,4,2,2,4,3,3,5,1,4,4,5,5,R
7300,3,3,2,4,4,4,3,3,4,3,3,2,2,5,4,4,5,4,4,2,3,4,3,4,4,4,3,3,4,2,A
7301,1,1,1,3,1,1,1,1,3,1,1,1,1,1,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,I
7302,4,4,3,4,4,4,3,4,3,4,3,5,5,4,4,4,5,4,3,3,1,4,2,2,2,2,1,2,3,2,A
7303,5,1,4,5,1,-1,5,-1,1,-1,1,1,5,-1,1,-1,1,-1,2,5,-1,5,-1,5,-1,5,3,5,5,5,E
7304,1,2,2,5,4,5,3,3,5,3,4,4,5,5,5,5,5,4,5,1,3,5,3,4,4,2,3,2,4,1,A
7305,5,2,2,1,1,1,2,3,1,1,-1,1,1,4,1,4,1,-1,-1,4,1,2,2,1,-1,-1,4,4,-1,2,E
7306,1,1,1,4,3,4,3,3,3,3,3,4,4,4,4,4,5,4,4,5,3,4,3,3,2,1,2,4,5,2,A
7307,1,1,1,4,4,5,4,5,5,5,3,3,5,5,5,5,5,5,2,5,1,5,1,2,5,1,5,4,3,5,I
7308,1,1,1,1,4,4,1,3,2,2,1,1,3,2,1,1,3,1,1,1,5,3,5,2,5,3,1,1,2,1,S
7309,4,4,4,3,1,1,3,1,1,1,1,1,1,3,3,1,4,1,3,5,3,1,5,4,4,3,4,4,4,4,S
7310,4,5,5,5,5,5,5,5,5,5,5,4,4,4,4,3,5,5,5,5,5,5,5,5,5,5,5,5,4,5,I
7311,3,4,3,4,3,4,3,3,2,3,3,4,4,4,3,3,3,4,4,4,4,2,4,4,-1,3,4,4,5,2,A
7312,5,5,1,5,5,5,5,5,5,5,5,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,I
7313,1,3,3,4,4,4,5,4,3,4,3,2,3,2,3,3,3,3,4,5,4,2,5,4,4,5,3,3,3,4,S
7314,1,1,3,3,4,3,3,3,4,3,5,4,5,5,5,5,4,2,5,4,4,3,4,4,4,5,2,1,3,1,A
7315,2,2,3,5,5,5,4,5,5,4,3,2,3,4,2,3,3,3,4,4,5,4,5,4,4,3,3,3,3,3,I
7316,2,2,2,3,3,3,2,3,4,2,2,1,2,2,3,3,3,2,2,4,2,3,2,2,3,2,3,2,2,2,I
7317,2,2,5,4,5,5,4,4,5,3,5,5,4,5,4,4,4,5,5,5,3,5,5,5,5,2,3,5,2,4,A
7318,4,5,2,5,5,5,5,5,5,5,5,5,3,3,4,5,4,3,4,3,4,1,4,3,4,3,2,2,3,4,I
7319,3,1,1,5,4,5,4,5,3,4,4,5,4,5,5,5,4,1,3,4,3,1,4,2,4,4,2,1,1,3,I
7320,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,-1,1,1,2,1,2,1,1,1,1,4,4,2,2,E
7321,4,3,3,4,4,4,-1,3,3,2,2,4,4,5,2,4,3,2,4,5,2,2,3,1,1,1,4,5,1,2,A
7322,1,1,2,2,4,4,2,2,4,2,3,2,4,5,4,4,5,3,4,4,2,5,2,3,2,1,1,1,1,1,A
7323,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,5,1,5,5,1,4,1,1,1,I
7324,3,1,1,2,5,4,4,4,5,4,1,1,3,1,2,1,5,3,1,4,4,4,4,3,2,4,5,4,5,4,E
7325,3,1,4,5,5,4,5,4,4,4,4,5,5,5,5,5,5,4,4,4,4,4,4,2,4,3,1,1,1,1,A
7326,2,4,4,5,4,4,5,4,4,4,3,2,2,1,3,2,3,3,1,3,2,3,2,1,1,3,4,3,2,5,I
7327,3,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,2,3,3,3,3,3,3,3,3,4,I
7328,3,1,1,4,4,2,1,2,3,3,1,5,3,2,1,3,5,4,2,5,1,3,3,4,3,2,5,5,4,1,E
7329,5,3,5,5,4,4,4,4,5,3,5,3,4,5,4,5,5,5,5,5,4,5,4,4,4,4,4,5,5,3,A
7330,1,2,1,5,5,5,5,5,5,5,3,3,3,5,3,1,3,1,5,5,4,4,4,4,4,1,4,3,5,1,I
7331,1,2,2,4,4,4,4,5,4,4,3,4,4,3,5,4,5,4,4,5,4,5,4,3,3,3,2,3,4,3,A
7332,2,2,2,3,4,3,2,2,3,2,3,4,4,5,5,5,5,4,4,4,4,4,4,4,5,3,2,3,3,2,A
7333,1,1,1,3,2,1,1,1,1,1,1,4,4,1,3,4,5,3,5,5,3,4,4,2,4,4,3,2,2,2,S
7334,3,4,4,5,4,4,4,5,3,4,2,4,3,2,3,3,4,4,2,2,3,3,2,4,4,3,2,2,2,2,I
7335,3,5,4,3,3,4,3,3,3,4,5,1,3,3,3,3,3,3,3,2,1,1,1,1,2,1,2,3,1,4,I
7336,5,1,1,5,5,5,1,1,5,1,1,1,5,5,1,1,1,1,1,5,5,1,5,1,5,1,1,1,1,1,S
7337,1,1,1,1,3,4,4,4,3,4,3,1,5,5,5,5,5,1,5,4,4,5,2,1,4,3,3,4,1,1,A
7338,5,1,1,1,4,1,1,1,1,1,3,1,1,4,1,2,1,3,2,5,4,5,3,1,4,3,5,3,4,3,S
7339,3,2,2,4,3,4,5,2,4,2,4,2,4,4,2,4,3,3,2,4,4,4,4,4,3,4,2,2,2,1,S
7340,1,1,4,4,4,3,2,3,3,2,5,4,4,4,3,3,2,3,4,3,2,3,2,1,4,2,4,4,1,1,A
7341,3,2,3,2,2,4,3,2,2,4,3,3,5,4,3,5,3,3,4,2,3,4,5,2,4,2,5,4,3,4,A
7342,4,1,4,5,4,3,5,4,4,2,4,5,5,5,5,5,5,5,5,5,4,2,4,2,4,2,5,5,1,2,A
7343,5,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,2,2,4,4,R
7344,1,1,1,5,5,5,5,5,5,5,5,1,5,5,5,5,5,1,1,1,1,1,1,1,1,1,5,5,1,1,I
7345,2,2,2,5,3,4,4,2,5,2,2,1,2,5,3,2,4,5,5,4,5,3,4,1,2,3,4,4,3,5,E
7346,1,1,2,1,1,1,1,1,1,1,1,3,3,3,3,3,3,1,3,3,1,3,2,2,1,1,2,1,2,1,A
7347,1,1,1,5,3,3,3,5,3,3,1,3,5,5,5,5,5,1,5,5,5,5,5,5,3,1,3,5,1,5,A
7348,1,1,2,3,5,3,2,4,5,4,3,3,4,3,4,3,4,1,4,5,2,3,4,5,3,3,3,3,3,1,I
7349,1,1,1,3,3,3,5,3,2,3,2,5,5,-1,5,5,5,5,5,1,2,3,2,4,5,4,2,2,2,1,A
7350,3,5,3,1,4,4,3,3,3,4,2,3,2,3,3,2,5,3,2,3,1,4,3,2,2,1,4,4,2,2,I
7351,2,1,1,4,4,4,2,4,4,4,4,4,5,3,4,4,4,5,4,5,3,4,3,5,4,3,3,2,2,2,A
7352,4,2,1,4,4,5,4,4,4,5,5,4,4,2,2,5,5,2,3,5,5,4,5,5,4,3,4,5,5,2,S
7353,4,1,2,4,4,4,1,4,5,2,4,5,1,4,5,1,5,1,5,4,-1,1,1,1,1,2,4,4,1,1,I
7354,1,1,4,5,5,5,5,5,5,5,3,2,2,5,3,5,2,1,1,1,1,3,2,3,4,1,1,3,3,4,I
7355,2,3,2,3,5,3,5,3,4,2,3,3,4,3,5,4,5,2,5,-1,4,4,5,4,4,3,3,2,3,3,A
7356,1,2,1,4,4,4,4,4,2,3,1,1,1,2,2,3,1,2,1,2,4,4,4,1,2,5,2,2,1,4,I
7357,3,1,1,2,3,2,2,1,3,2,5,5,5,3,4,5,5,1,4,4,1,3,1,1,4,1,4,4,4,4,A
7358,-1,1,1,3,5,4,2,4,4,4,4,3,5,4,4,5,5,4,3,5,3,4,4,3,3,4,3,3,3,1,A
7359,4,2,2,5,4,3,3,3,2,3,3,4,4,3,3,5,4,3,4,2,3,5,4,4,4,4,4,3,5,2,S
7360,3,2,3,3,2,1,2,1,2,1,1,2,1,2,3,1,2,1,2,4,4,4,4,4,3,3,3,3,3,3,S
7361,3,1,1,5,5,4,4,4,5,4,2,1,1,1,1,1,1,3,3,3,3,3,3,5,2,3,3,3,4,4,I
7362,5,5,5,5,4,4,4,4,5,4,5,3,3,3,5,5,5,2,3,2,4,3,3,3,4,2,3,3,5,4,R
7363,5,1,1,5,1,1,5,1,1,3,1,1,1,1,3,1,1,1,1,4,5,1,5,5,4,5,1,1,1,1,S
7364,3,3,2,3,5,3,4,4,2,1,4,2,4,5,4,3,2,2,3,-1,5,3,3,-1,4,4,1,3,5,2,I
7365,1,4,2,4,3,5,4,5,4,5,4,1,2,3,2,3,1,1,1,4,1,2,1,1,1,1,1,3,3,2,I
7366,3,2,2,4,5,4,5,2,4,3,4,1,1,2,1,1,4,2,1,3,4,2,4,4,5,1,5,4,4,5,I
7367,4,4,4,4,4,5,5,4,4,4,4,3,3,4,4,3,4,4,4,2,3,4,3,4,4,3,3,3,3,4,I
7368,3,1,1,1,1,1,3,1,1,3,1,-1,1,1,1,1,1,1,1,1,1,1,4,1,1,3,4,4,3,4,E
7369,1,1,1,3,2,3,4,3,3,3,3,5,4,3,5,5,5,2,3,5,5,4,5,4,5,4,2,2,3,1,S
7370,1,1,2,4,5,5,4,5,5,4,4,4,5,4,4,5,3,3,4,2,2,1,3,4,4,2,1,2,1,5,I
7371,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,-1,4,1,1,5,4,1,4,4,3,3,3,4,1,5,S
7372,2,2,3,4,4,4,3,4,4,4,4,3,3,3,3,5,4,3,3,3,4,2,3,5,4,1,2,3,3,4,I
7373,3,4,3,2,3,2,3,2,2,2,2,5,5,4,5,4,5,4,4,3,2,2,3,2,3,2,3,3,5,3,A
7374,4,2,4,1,2,2,2,2,2,2,2,1,1,2,2,2,2,1,4,2,2,2,2,3,3,3,3,3,3,2,R
7375,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,1,1,1,4,4,5,1,1,3,C
7376,3,4,4,5,3,2,3,2,3,3,2,3,3,4,3,3,3,3,2,4,3,5,3,2,5,4,3,3,3,5,C
7377,5,5,5,5,5,5,5,5,5,1,1,5,5,5,5,5,5,1,1,5,5,5,5,5,1,1,5,5,1,5,R
7378,3,4,4,4,3,3,3,3,4,3,4,1,2,3,3,3,4,4,2,3,1,4,2,2,4,2,3,2,3,4,R
7379,4,2,5,5,4,4,3,4,5,4,5,1,1,3,2,2,3,1,3,3,2,5,4,5,4,5,5,5,5,2,I
7380,1,1,1,3,2,2,4,3,3,3,2,5,4,4,5,4,5,5,5,5,4,5,5,4,4,1,2,1,1,1,A
7381,3,3,2,4,2,3,2,4,1,4,4,3,2,2,2,3,4,2,2,5,2,4,2,2,3,2,3,4,4,4,C
7382,1,1,1,4,3,3,2,3,1,3,2,3,2,3,3,3,4,2,3,5,5,3,5,3,4,3,1,3,2,3,S
7383,1,1,1,5,5,5,5,1,5,1,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,1,1,1,1,A
7384,3,4,2,3,4,1,2,1,3,1,4,4,4,4,4,5,3,2,4,5,5,2,5,4,5,5,5,3,4,3,S
7385,2,5,2,5,5,5,5,5,4,4,4,2,3,3,1,4,2,2,3,3,2,2,2,2,2,1,2,4,2,4,I
7386,5,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,3,1,1,3,5,3,1,5,C
7387,4,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,3,2,5,2,4,2,3,4,2,3,5,C
7388,5,1,1,3,4,4,4,2,2,1,2,1,1,3,2,5,2,1,5,2,2,3,4,1,4,2,5,2,1,1,I
7389,4,2,3,3,2,2,3,3,2,2,3,3,2,3,2,2,4,2,4,2,3,1,4,3,4,3,2,2,3,3,A
7390,3,1,1,4,3,3,2,3,1,4,1,1,4,1,1,1,1,1,1,4,4,4,4,4,4,3,4,4,5,4,C
7391,4,3,3,3,4,4,3,3,4,2,3,2,2,2,2,2,2,2,2,2,4,2,4,4,2,4,4,2,4,4,C
7392,1,1,1,5,5,5,5,5,3,5,1,3,1,3,5,3,5,1,3,3,-1,1,3,3,5,5,1,3,1,3,I
7393,3,4,2,4,5,5,4,4,4,4,4,4,4,4,4,4,5,2,4,3,2,4,2,1,1,3,3,4,1,3,I
7394,5,5,5,5,5,5,5,5,5,5,5,3,4,2,2,2,2,1,3,5,5,1,5,5,4,5,4,4,3,4,I
7395,5,5,5,3,5,5,1,1,5,1,1,5,3,1,2,1,5,1,1,5,4,5,3,5,4,5,2,4,5,1,S
7396,2,1,1,3,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,4,3,3,5,1,1,1,3,3,2,3,E
7397,5,4,4,4,4,3,3,1,2,3,2,1,2,2,3,3,3,1,3,1,1,3,1,1,4,3,1,1,1,4,C
7398,3,4,3,2,4,3,3,3,2,4,-1,1,2,1,1,-1,1,2,1,5,3,3,3,2,4,3,2,3,3,3,S
7399,3,3,1,3,3,4,4,4,3,4,3,1,1,2,1,5,2,1,2,2,1,2,1,1,2,1,3,4,2,4,I
7400,5,1,1,5,5,5,4,5,5,5,1,2,3,5,5,5,5,5,3,1,5,1,5,1,4,3,1,1,1,1,I
7401,2,3,2,3,3,4,4,2,3,3,2,3,3,3,4,3,5,5,3,2,3,4,3,3,4,2,3,2,2,2,A
7402,1,1,1,4,4,4,1,4,5,4,1,4,4,4,3,4,5,3,3,1,1,1,1,1,1,-1,1,1,1,1,A
7403,4,4,3,4,3,2,3,4,4,3,4,3,3,3,5,4,5,2,4,3,5,3,4,4,2,4,3,3,3,1,A
7404,2,2,3,4,3,4,4,1,1,1,2,5,5,5,5,5,5,5,5,5,5,4,5,1,5,5,5,4,5,2,A
7405,3,2,1,4,2,2,4,2,2,3,1,3,2,2,3,1,3,1,1,2,1,2,2,1,1,1,2,1,1,1,I
7406,1,3,1,4,5,4,4,4,4,4,1,3,4,5,5,4,5,4,2,5,4,4,4,2,3,1,3,5,4,4,A
7407,4,4,3,4,4,2,5,2,4,4,5,4,5,3,4,4,5,4,4,5,4,4,4,5,5,4,4,5,5,5,S
7408,5,4,3,4,2,2,4,2,2,2,3,3,2,3,2,2,4,4,2,4,3,2,4,4,3,3,5,4,5,3,R
